"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
1144;3;"—";0;"";0;"Передано в вуз";1177264;"05.07.2026 в 16:01"
1145;4;"—";0;"";0;"На рассмотрении";1182872;"28.06.2026 в 03:43"
1146;4;"—";0;"";0;"Передано в вуз";1191079;"05.07.2026 в 16:07"
1147;2;"—";0;"";0;"На рассмотрении";1209873;"28.06.2026 в 20:49"
1148;3;"—";0;"";0;"На рассмотрении";1266576;"29.06.2026 в 21:52"
1149;3;"Электронное";0;"";0;"На рассмотрении";1289878;"29.06.2026 в 23:11"
1150;4;"—";0;"";0;"Передано в вуз";1309675;"05.07.2026 в 15:43"
1151;5;"—";0;"";0;"На рассмотрении";1314660;"30.06.2026 в 11:58"
1152;3;"Электронное";0;"";0;"На рассмотрении";1338069;"30.06.2026 в 15:35"
1153;1;"Электронное";0;"";0;"На рассмотрении";1338451;"30.06.2026 в 15:39"
1154;1;"—";0;"";0;"Конкурсная группа исключена";1340917;"30.06.2026 в 16:05"
1155;3;"Электронное";0;"";10;"На рассмотрении";1351521;"03.07.2026 в 09:04"
1156;2;"—";0;"";0;"На рассмотрении";1401352;"01.07.2026 в 13:31"
1157;4;"—";0;"";0;"На рассмотрении";1409556;"01.07.2026 в 14:44"
1158;4;"Электронное";0;"";0;"На рассмотрении";1427696;"01.07.2026 в 18:10"
1159;3;"—";0;"";0;"На рассмотрении";1432542;"01.07.2026 в 19:34"
1160;2;"—";0;"";0;"На рассмотрении";1434809;"01.07.2026 в 20:15"
1161;1;"Электронное";0;"";0;"На рассмотрении";1440738;"01.07.2026 в 22:10"
1162;1;"—";0;"";6;"На рассмотрении";1445097;"02.07.2026 в 00:17"
1163;2;"—";0;"";0;"На рассмотрении";1456672;"02.07.2026 в 09:48"
1164;3;"Электронное";0;"";0;"На рассмотрении";1461944;"02.07.2026 в 10:44"
1165;6;"Электронное";0;"";0;"Передано в вуз";1465097;"05.07.2026 в 09:11"
1166;3;"—";0;"";0;"На рассмотрении";1472157;"02.07.2026 в 12:22"
1167;4;"—";0;"";0;"На рассмотрении";1492276;"02.07.2026 в 15:23"
1168;2;"—";0;"";6;"На рассмотрении";1492351;"02.07.2026 в 15:24"
1169;4;"—";0;"";0;"На рассмотрении";1498636;"02.07.2026 в 16:31"
1170;3;"—";0;"";0;"На рассмотрении";1499057;"02.07.2026 в 16:35"
1171;4;"—";0;"";0;"На рассмотрении";1500236;"02.07.2026 в 16:49"
1172;2;"—";0;"";6;"На рассмотрении";1508458;"02.07.2026 в 18:58"
1173;5;"Электронное";0;"";6;"На рассмотрении";1513088;"02.07.2026 в 20:29"
1174;1;"Электронное";0;"";0;"На рассмотрении";1517790;"02.07.2026 в 22:13"
1175;4;"—";0;"";6;"На рассмотрении";1519522;"02.07.2026 в 22:59"
1176;4;"—";0;"";0;"На рассмотрении";1527275;"03.07.2026 в 08:21"
1177;5;"—";0;"";0;"На рассмотрении";1535254;"03.07.2026 в 10:29"
1178;2;"—";0;"";6;"На рассмотрении";1536209;"03.07.2026 в 10:39"
1179;2;"—";0;"";0;"На рассмотрении";1540076;"03.07.2026 в 22:59"
1180;2;"—";0;"";6;"На рассмотрении";1542823;"03.07.2026 в 14:04"
1181;4;"—";0;"";0;"На рассмотрении";1544628;"03.07.2026 в 16:20"
1182;2;"Электронное";0;"";0;"На рассмотрении";1549259;"03.07.2026 в 17:01"
1183;1;"—";0;"";0;"На рассмотрении";1564767;"03.07.2026 в 18:09"
1184;6;"—";0;"";0;"На рассмотрении";1579766;"03.07.2026 в 20:18"
1185;6;"—";0;"";6;"На рассмотрении";1608145;"04.07.2026 в 13:44"
1186;6;"Электронное";0;"";0;"На рассмотрении";1615073;"04.07.2026 в 16:09"
1187;2;"—";0;"";6;"На рассмотрении";1621826;"04.07.2026 в 19:32"
1188;4;"—";0;"";0;"На рассмотрении";1623719;"04.07.2026 в 20:47"
1189;3;"—";0;"";0;"На рассмотрении";1626846;"04.07.2026 в 23:59"
1190;1;"Электронное";0;"";0;"Передано в вуз";1633203;"05.07.2026 в 11:55"
1191;1;"—";0;"";0;"Передано в вуз";1635709;"05.07.2026 в 13:31"
1192;2;"—";0;"";0;"Передано в вуз";1637901;"05.07.2026 в 14:19"
1193;3;"—";0;"";0;"Передано в вуз";1638822;"05.07.2026 в 14:44"
1194;7;"—";0;"";0;"Передано в вуз";1639059;"05.07.2026 в 14:50"
1195;5;"Электронное";0;"";1;"Передано в вуз";1639682;"05.07.2026 в 15:07"
1196;2;"—";0;"";0;"Передано в вуз";1639823;"05.07.2026 в 15:11"
1197;1;"—";0;"";0;"Передано в вуз";1640322;"05.07.2026 в 15:25"
1198;2;"—";0;"";0;"Передано в вуз";1640621;"05.07.2026 в 15:32"
1199;5;"—";0;"";0;"Передано в вуз";1641048;"05.07.2026 в 15:44"
1200;1;"—";0;"";0;"Передано в вуз";1641812;"05.07.2026 в 16:05"
1201;2;"—";0;"";0;"Передано в вуз";1641943;"05.07.2026 в 16:08"
1202;6;"—";0;"";0;"Передано в вуз";1642112;"05.07.2026 в 16:13"
1203;3;"—";0;"";0;"Конкурсная группа исключена";1388362;"01.07.2026 в 11:34"
