"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
291;2;"—";227;"84 83 60";0;"На рассмотрении";1392785;"01.07.2026 в 12:15"
292;1;"—";227;"80 75 72";0;"Конкурсная группа исключена";1407589;"01.07.2026 в 14:26"
293;4;"—";227;"80 72 75";0;"На рассмотрении";1618580;"04.07.2026 в 17:43"
294;4;"—";226;"78 78 70";0;"На рассмотрении";1254989;"29.06.2026 в 21:36"
295;5;"—";226;"84 72 70";0;"На рассмотрении";1357066;"30.06.2026 в 20:14"
296;1;"Электронное";226;"74 83 69";0;"Участвуете в конкурсе";1429937;"01.07.2026 в 18:48"
297;4;"—";226;"78 75 73";0;"На рассмотрении";1479217;"02.07.2026 в 13:23"
298;2;"—";226;"74 70 72";10;"На рассмотрении";1299148;"30.06.2026 в 08:57"
299;4;"—";225;"78 78 69";0;"На рассмотрении";1193988;"28.06.2026 в 14:04"
300;3;"—";225;"72 78 75";0;"На рассмотрении";1198883;"28.06.2026 в 17:36"
301;2;"—";225;"78 75 72";0;"Передано в вуз";1220130;"05.07.2026 в 10:57"
302;5;"—";225;"72 75 78";0;"На рассмотрении";1308190;"30.06.2026 в 10:56"
303;5;"—";225;"80 70 75";0;"На рассмотрении";1326918;"01.07.2026 в 09:58"
304;4;"—";225;"70 72 83";0;"На рассмотрении";1407482;"01.07.2026 в 14:26"
305;3;"—";225;"78 75 72";0;"На рассмотрении";1408101;"01.07.2026 в 14:31"
306;4;"—";225;"84 80 61";0;"Передано в вуз";1434973;"05.07.2026 в 15:24"
307;1;"—";225;"70 83 72";0;"На рассмотрении";1494451;"02.07.2026 в 15:45"
308;2;"—";225;"72 78 75";0;"На рассмотрении";1549472;"03.07.2026 в 17:03"
309;5;"—";225;"80 62 83";0;"На рассмотрении";1623010;"04.07.2026 в 20:18"
310;1;"—";225;"76 70 75";4;"На рассмотрении";1268543;"29.06.2026 в 21:54"
311;2;"—";225;"70 62 83";10;"На рассмотрении";1237355;"30.06.2026 в 06:53"
312;5;"—";224;"76 85 63";0;"На рассмотрении";1173798;"27.06.2026 в 16:56"
313;4;"—";224;"74 80 70";0;"На рассмотрении";1307095;"30.06.2026 в 10:45"
314;3;"—";224;"74 75 75";0;"На рассмотрении";1309426;"30.06.2026 в 12:04"
315;5;"—";224;"76 70 78";0;"На рассмотрении";1321662;"30.06.2026 в 13:05"
316;5;"—";224;"80 75 69";0;"На рассмотрении";1610983;"04.07.2026 в 14:39"
317;3;"—";223;"74 80 69";0;"На рассмотрении";1185050;"28.06.2026 в 09:24"
318;4;"—";223;"84 75 64";0;"На рассмотрении";1261473;"29.06.2026 в 21:45"
319;3;"Электронное";223;"78 72 73";0;"На рассмотрении";1344147;"30.06.2026 в 16:43"
320;5;"—";223;"70 75 78";0;"Конкурсная группа исключена";1411273;"01.07.2026 в 14:59"
321;1;"—";223;"78 78 67";0;"На рассмотрении";1518922;"02.07.2026 в 23:01"
322;4;"—";223;"82 78 63";0;"На рассмотрении";1526095;"03.07.2026 в 07:39"
323;4;"—";223;"82 78 63";0;"На рассмотрении";1561501;"04.07.2026 в 20:53"
324;4;"—";223;"70 78 75";0;"На рассмотрении";1621656;"04.07.2026 в 19:26"
325;1;"—";222;"80 64 78";0;"Конкурсная группа исключена";1183434;"29.06.2026 в 21:22"
326;4;"Электронное";222;"84 78 60";0;"На рассмотрении";1258750;"29.06.2026 в 21:41"
327;4;"—";222;"80 78 64";0;"На рассмотрении";1345916;"30.06.2026 в 17:06"
328;2;"—";222;"74 76 72";0;"Участвуете в конкурсе";1400878;"01.07.2026 в 13:26"
329;5;"—";222;"76 80 66";0;"На рассмотрении";1421353;"01.07.2026 в 16:41"
330;4;"—";222;"72 77 73";0;"Передано в вуз";1424524;"05.07.2026 в 10:48"
331;3;"—";221;"74 75 72";0;"Конкурсная группа исключена";1191764;"28.06.2026 в 14:44"
332;1;"—";221;"76 70 75";0;"На рассмотрении";1242184;"29.06.2026 в 21:20"
333;4;"—";221;"80 75 66";0;"Конкурсная группа исключена";1295923;"30.06.2026 в 15:29"
334;4;"—";221;"74 78 69";0;"На рассмотрении";1304420;"02.07.2026 в 08:34"
335;3;"—";221;"70 70 81";0;"На рассмотрении";1408430;"01.07.2026 в 14:34"
336;3;"—";221;"84 67 70";0;"На рассмотрении";1609712;"04.07.2026 в 14:14"
337;4;"—";221;"76 65 70";10;"На рассмотрении";1237253;"29.06.2026 в 21:15"
338;3;"—";220;"68 80 72";0;"На рассмотрении";1048672;"23.06.2026 в 09:22"
339;1;"—";220;"84 67 69";0;"На рассмотрении";1186341;"28.06.2026 в 10:29"
340;2;"—";220;"72 78 70";0;"На рассмотрении";1187371;"28.06.2026 в 11:07"
341;4;"—";220;"78 78 64";0;"На рассмотрении";1302035;"02.07.2026 в 09:48"
342;3;"—";220;"80 70 70";0;"На рассмотрении";1349139;"02.07.2026 в 22:01"
343;4;"—";220;"80 80 60";0;"На рассмотрении";1407738;"01.07.2026 в 14:28"
344;4;"—";220;"70 78 72";0;"На рассмотрении";1578446;"03.07.2026 в 19:43"
345;5;"—";219;"72 75 72";0;"На рассмотрении";1213410;"30.06.2026 в 09:33"
346;4;"—";219;"80 70 69";0;"На рассмотрении";1223506;"29.06.2026 в 21:04"
347;5;"—";219;"74 72 73";0;"Конкурсная группа исключена";1518824;"02.07.2026 в 22:39"
348;2;"—";219;"76 83 57";3;"На рассмотрении";1185593;"28.06.2026 в 09:55"
349;1;"—";218;"82 72 64";0;"На рассмотрении";1325820;"30.06.2026 в 13:49"
350;5;"—";218;"70 70 78";0;"На рассмотрении";1335531;"30.06.2026 в 15:21"
351;1;"—";218;"76 73 69";0;"На рассмотрении";1371248;"01.07.2026 в 07:20"
352;5;"—";218;"74 75 69";0;"На рассмотрении";1515994;"02.07.2026 в 21:30"
353;4;"—";218;"64 88 66";0;"На рассмотрении";1572812;"03.07.2026 в 18:44"
354;4;"—";217;"78 70 69";0;"На рассмотрении";1336562;"30.06.2026 в 15:22"
355;4;"—";217;"80 64 73";0;"На рассмотрении";1417480;"01.07.2026 в 15:58"
356;1;"—";217;"72 70 75";0;"На рассмотрении";1579746;"03.07.2026 в 20:17"
357;2;"—";217;"78 67 72";0;"На рассмотрении";1589712;"04.07.2026 в 07:58"
358;2;"—";217;"72 64 81";0;"На рассмотрении";1612277;"04.07.2026 в 15:06"
359;4;"Электронное";216;"78 71 67";0;"Конкурсная группа исключена";1088148;"24.06.2026 в 18:56"
360;1;"—";216;"72 59 85";0;"На рассмотрении";1116687;"25.06.2026 в 11:56"
361;3;"—";216;"82 65 69";0;"На рассмотрении";1189096;"28.06.2026 в 12:01"
362;3;"—";216;"82 59 75";0;"На рассмотрении";1258676;"29.06.2026 в 21:41"
363;1;"—";216;"74 67 75";0;"На рассмотрении";1297405;"30.06.2026 в 08:12"
364;5;"—";216;"76 70 70";0;"На рассмотрении";1314178;"30.06.2026 в 11:53"
365;4;"—";216;"82 68 66";0;"На рассмотрении";1564452;"03.07.2026 в 18:07"
366;4;"—";215;"70 78 67";0;"На рассмотрении";1156403;"26.06.2026 в 20:13"
367;1;"—";215;"76 72 67";0;"На рассмотрении";1448302;"02.07.2026 в 16:28"
368;5;"—";215;"76 67 72";0;"На рассмотрении";1502940;"02.07.2026 в 17:26"
369;1;"—";215;"70 70 75";0;"На рассмотрении";1599179;"04.07.2026 в 11:54"
370;3;"—";214;"86 67 61";0;"Конкурсная группа исключена";1258125;"29.06.2026 в 21:40"
371;4;"—";214;"74 80 60";0;"На рассмотрении";1479286;"02.07.2026 в 13:24"
372;2;"—";214;"78 64 72";0;"На рассмотрении";1547973;"03.07.2026 в 16:47"
373;4;"—";214;"72 72 70";0;"На рассмотрении";1605680;"04.07.2026 в 13:03"
374;1;"Электронное";213;"76 71 66";0;"Участвуете в конкурсе";1181022;"27.06.2026 в 22:55"
375;1;"—";213;"76 67 70";0;"На рассмотрении";1208344;"28.06.2026 в 20:07"
376;4;"—";213;"76 70 67";0;"На рассмотрении";1370915;"01.07.2026 в 07:48"
377;1;"—";213;"74 67 72";0;"На рассмотрении";1387535;"01.07.2026 в 11:27"
378;2;"—";212;"76 67 69";0;"На рассмотрении";1298776;"30.06.2026 в 08:48"
379;1;"—";212;"64 75 73";0;"На рассмотрении";1428432;"01.07.2026 в 18:23"
380;4;"—";212;"70 75 67";0;"На рассмотрении";1461874;"02.07.2026 в 10:43"
381;1;"Электронное";212;"78 61 73";0;"На рассмотрении";1470537;"02.07.2026 в 12:04"
382;3;"—";212;"78 64 70";0;"На рассмотрении";1487401;"02.07.2026 в 14:38"
383;4;"—";212;"58 80 64";10;"На рассмотрении";1294671;"30.06.2026 в 06:23"
384;2;"—";211;"72 72 67";0;"На рассмотрении";1115421;"30.06.2026 в 14:25"
385;3;"—";211;"72 72 67";0;"На рассмотрении";1184533;"28.06.2026 в 08:49"
386;3;"—";211;"72 78 61";0;"На рассмотрении";1196423;"28.06.2026 в 15:01"
387;4;"—";211;"78 72 61";0;"На рассмотрении";1417418;"01.07.2026 в 15:57"
388;4;"—";211;"76 75 60";0;"На рассмотрении";1505460;"02.07.2026 в 18:04"
389;1;"—";211;"78 70 63";0;"На рассмотрении";1551488;"03.07.2026 в 17:09"
390;3;"—";211;"76 70 61";4;"На рассмотрении";1268140;"29.06.2026 в 21:54"
391;4;"—";210;"80 64 66";0;"На рассмотрении";1500436;"02.07.2026 в 16:52"
392;4;"—";210;"72 72 66";0;"На рассмотрении";1510902;"02.07.2026 в 19:47"
393;1;"—";210;"76 62 72";0;"На рассмотрении";1553078;"03.07.2026 в 17:14"
394;1;"—";209;"70 75 64";0;"На рассмотрении";1186148;"28.06.2026 в 10:21"
395;1;"—";209;"64 70 75";0;"Конкурсная группа исключена";1216456;"03.07.2026 в 18:53"
396;3;"—";209;"70 70 69";0;"Конкурсная группа исключена";1244842;"29.06.2026 в 21:23"
397;1;"—";209;"64 72 73";0;"На рассмотрении";1327174;"04.07.2026 в 04:47"
398;4;"—";209;"78 67 64";0;"На рассмотрении";1377052;"01.07.2026 в 13:41"
399;5;"—";209;"80 51 78";0;"На рассмотрении";1468845;"02.07.2026 в 11:48"
400;5;"—";209;"74 72 63";0;"На рассмотрении";1508929;"02.07.2026 в 19:07"
401;3;"—";209;"72 62 75";0;"На рассмотрении";1592934;"04.07.2026 в 09:39"
402;5;"—";209;"72 67 67";3;"На рассмотрении";1197201;"28.06.2026 в 15:20"
403;1;"—";209;"70 46 83";10;"На рассмотрении";1204943;"28.06.2026 в 18:35"
404;4;"—";208;"70 80 58";0;"На рассмотрении";1206014;"03.07.2026 в 22:56"
405;4;"—";208;"72 70 66";0;"На рассмотрении";1242732;"29.06.2026 в 21:21"
406;2;"—";208;"76 59 69";4;"На рассмотрении";1260134;"29.06.2026 в 21:43"
407;2;"—";207;"70 67 70";0;"На рассмотрении";1245863;"29.06.2026 в 21:25"
408;1;"—";206;"78 67 61";0;"На рассмотрении";1577459;"03.07.2026 в 19:17"
409;5;"—";206;"70 62 73";1;"На рассмотрении";1198762;"28.06.2026 в 15:56"
410;1;"Электронное";205;"70 78 57";0;"На рассмотрении";967086;"20.06.2026 в 13:32"
411;1;"—";205;"72 67 66";0;"На рассмотрении";988579;"21.06.2026 в 07:54"
412;1;"—";205;"78 75 52";0;"На рассмотрении";1333972;"30.06.2026 в 15:19"
413;2;"—";205;"72 78 55";0;"На рассмотрении";1346790;"30.06.2026 в 17:19"
414;1;"—";205;"74 64 67";0;"На рассмотрении";1495896;"02.07.2026 в 15:59"
415;1;"—";205;"76 54 75";0;"На рассмотрении";1608540;"04.07.2026 в 13:51"
416;3;"—";204;"82 64 58";0;"На рассмотрении";943618;"04.07.2026 в 15:56"
417;4;"—";204;"78 62 64";0;"На рассмотрении";1119195;"25.06.2026 в 12:58"
418;5;"—";204;"74 75 55";0;"Конкурсная группа исключена";1316692;"30.06.2026 в 12:17"
419;1;"—";204;"72 62 70";0;"Передано в вуз";1429132;"05.07.2026 в 14:54"
420;2;"Электронное";203;"64 58 81";0;"Конкурсная группа исключена";988633;"21.06.2026 в 08:00"
421;3;"—";203;"84 64 55";0;"На рассмотрении";1103259;"30.06.2026 в 18:32"
422;2;"—";203;"70 78 55";0;"На рассмотрении";1340127;"03.07.2026 в 13:56"
423;5;"—";203;"78 67 58";0;"На рассмотрении";1529149;"03.07.2026 в 09:51"
424;5;"—";203;"78 62 63";0;"На рассмотрении";1539118;"03.07.2026 в 13:57"
425;2;"—";203;"64 67 72";0;"На рассмотрении";1557888;"03.07.2026 в 17:35"
426;2;"Электронное";202;"70 72 60";0;"Участвуете в конкурсе";1210371;"28.06.2026 в 21:05"
427;2;"—";202;"64 72 66";0;"На рассмотрении";1250849;"29.06.2026 в 21:30"
428;1;"—";202;"58 67 67";10;"На рассмотрении";965695;"29.06.2026 в 07:53"
429;1;"—";201;"70 70 61";0;"На рассмотрении";1170407;"27.06.2026 в 14:36"
430;5;"—";200;"64 72 64";0;"На рассмотрении";1332515;"30.06.2026 в 15:17"
431;2;"—";200;"70 67 63";0;"На рассмотрении";1429472;"01.07.2026 в 18:40"
432;5;"—";200;"78 62 60";0;"На рассмотрении";1484541;"02.07.2026 в 14:12"
433;4;"—";199;"70 54 75";0;"Передано в вуз";1633321;"05.07.2026 в 11:59"
434;2;"—";198;"74 54 70";0;"На рассмотрении";1246993;"29.06.2026 в 21:26"
435;2;"—";198;"64 62 72";0;"На рассмотрении";1350763;"01.07.2026 в 08:35"
436;3;"—";198;"70 83 45";0;"Передано в вуз";1636488;"05.07.2026 в 13:40"
437;1;"—";198;"70 59 66";3;"На рассмотрении";1280020;"29.06.2026 в 21:59"
438;5;"—";197;"58 70 69";0;"На рассмотрении";1184836;"28.06.2026 в 10:31"
439;1;"—";197;"70 54 73";0;"На рассмотрении";1351337;"30.06.2026 в 18:30"
440;2;"—";197;"74 59 64";0;"На рассмотрении";1561863;"03.07.2026 в 17:58"
441;1;"—";197;"64 56 73";4;"На рассмотрении";1240946;"29.06.2026 в 21:19"
442;5;"—";195;"64 48 83";0;"На рассмотрении";1191355;"28.06.2026 в 13:02"
443;3;"—";195;"64 70 61";0;"На рассмотрении";1490209;"02.07.2026 в 15:02"
444;4;"—";195;"70 62 63";0;"На рассмотрении";1493357;"02.07.2026 в 15:35"
445;3;"—";195;"74 67 54";0;"На рассмотрении";1546264;"03.07.2026 в 16:34"
446;4;"—";195;"74 51 70";0;"Передано в вуз";1633985;"05.07.2026 в 12:23"
447;5;"—";194;"72 59 63";0;"На рассмотрении";1477737;"02.07.2026 в 13:09"
448;3;"—";194;"58 72 64";0;"На рассмотрении";1486468;"02.07.2026 в 14:37"
449;4;"—";193;"64 74 55";0;"На рассмотрении";1187333;"28.06.2026 в 11:06"
450;2;"—";193;"64 56 73";0;"На рассмотрении";1532717;"03.07.2026 в 09:59"
451;4;"—";192;"70 67 55";0;"На рассмотрении";1187394;"28.06.2026 в 11:08"
452;5;"—";192;"64 62 66";0;"На рассмотрении";1317131;"30.06.2026 в 12:21"
453;2;"—";192;"74 51 67";0;"Конкурсная группа исключена";1433894;"01.07.2026 в 19:58"
454;5;"—";192;"76 46 70";0;"На рассмотрении";1501446;"02.07.2026 в 17:05"
455;5;"—";191;"86 54 51";0;"На рассмотрении";1198971;"28.06.2026 в 16:00"
456;5;"—";191;"76 54 61";0;"На рассмотрении";1242698;"29.06.2026 в 21:21"
457;3;"—";191;"58 67 66";0;"На рассмотрении";1268660;"30.06.2026 в 07:55"
458;1;"—";191;"72 58 61";0;"На рассмотрении";1403696;"01.07.2026 в 13:51"
459;5;"—";191;"58 64 69";0;"На рассмотрении";1422189;"01.07.2026 в 16:51"
460;1;"—";190;"72 48 70";0;"На рассмотрении";1140911;"26.06.2026 в 11:42"
461;1;"—";190;"64 51 75";0;"На рассмотрении";1345258;"30.06.2026 в 16:58"
462;4;"—";190;"58 54 78";0;"На рассмотрении";1522050;"03.07.2026 в 19:56"
463;5;"—";189;"70 59 60";0;"На рассмотрении";997040;"21.06.2026 в 15:39"
464;3;"—";189;"70 62 57";0;"На рассмотрении";1175680;"27.06.2026 в 18:13"
465;6;"—";189;"58 64 67";0;"На рассмотрении";1344342;"30.06.2026 в 16:46"
466;4;"—";189;"64 59 66";0;"На рассмотрении";1405856;"01.07.2026 в 14:12"
467;5;"—";189;"72 56 61";0;"Участвуете в конкурсе";1408918;"01.07.2026 в 14:38"
468;1;"—";189;"72 51 66";0;"На рассмотрении";1420158;"01.07.2026 в 16:27"
469;1;"—";189;"72 51 66";0;"На рассмотрении";1623056;"04.07.2026 в 20:19"
470;1;"—";188;"70 51 67";0;"На рассмотрении";1300226;"30.06.2026 в 09:17"
471;2;"—";188;"70 64 54";0;"На рассмотрении";1445599;"02.07.2026 в 00:44"
472;5;"—";187;"70 54 63";0;"На рассмотрении";1183937;"28.06.2026 в 09:00"
473;2;"—";187;"64 72 51";0;"На рассмотрении";1302410;"04.07.2026 в 08:46"
474;4;"—";186;"58 59 69";0;"На рассмотрении";1088064;"01.07.2026 в 15:28"
475;4;"—";186;"58 70 58";0;"На рассмотрении";1176870;"27.06.2026 в 19:04"
476;2;"—";186;"64 70 52";0;"Конкурсная группа исключена";1183104;"02.07.2026 в 20:12"
477;4;"—";186;"70 59 57";0;"На рассмотрении";1206985;"01.07.2026 в 19:31"
478;5;"—";186;"52 67 67";0;"На рассмотрении";1449559;"02.07.2026 в 07:07"
479;1;"—";186;"72 72 42";0;"На рассмотрении";1491545;"02.07.2026 в 15:18"
480;3;"Электронное";186;"64 58 64";0;"На рассмотрении";1523640;"03.07.2026 в 04:57"
481;2;"—";186;"70 48 63";5;"На рассмотрении";998689;"21.06.2026 в 17:01"
482;1;"—";185;"70 48 67";0;"На рассмотрении";1240272;"03.07.2026 в 10:25"
483;1;"—";184;"70 51 63";0;"Конкурсная группа исключена";1046174;"23.06.2026 в 07:15"
484;3;"—";184;"70 56 58";0;"На рассмотрении";1480445;"02.07.2026 в 13:34"
485;6;"—";183;"58 64 61";0;"На рассмотрении";1306114;"30.06.2026 в 10:35"
486;4;"—";183;"70 62 51";0;"Конкурсная группа исключена";1337889;"30.06.2026 в 15:34"
487;1;"—";183;"64 62 57";0;"На рассмотрении";1373076;"01.07.2026 в 12:02"
488;1;"—";182;"72 46 64";0;"На рассмотрении";1414835;"01.07.2026 в 15:32"
489;3;"—";182;"64 54 64";0;"На рассмотрении";1575082;"03.07.2026 в 18:56"
490;5;"—";182;"64 48 60";10;"На рассмотрении";1242708;"29.06.2026 в 21:21"
491;2;"—";181;"64 59 58";0;"На рассмотрении";1156609;"04.07.2026 в 09:15"
492;2;"—";181;"64 59 58";0;"Конкурсная группа исключена";1529848;"03.07.2026 в 09:19"
493;3;"—";181;"72 58 51";0;"На рассмотрении";1598583;"04.07.2026 в 12:56"
494;1;"—";180;"64 59 57";0;"На рассмотрении";1241749;"29.06.2026 в 21:20"
495;4;"—";180;"58 59 63";0;"На рассмотрении";1244338;"29.06.2026 в 21:23"
496;4;"—";180;"52 62 66";0;"На рассмотрении";1289961;"02.07.2026 в 10:04"
497;1;"—";178;"64 48 66";0;"На рассмотрении";1045694;"23.06.2026 в 06:52"
498;1;"—";178;"64 51 63";0;"На рассмотрении";1276244;"29.06.2026 в 21:58"
499;1;"—";178;"58 54 66";0;"На рассмотрении";1375141;"01.07.2026 в 09:08"
500;4;"—";178;"64 54 60";0;"На рассмотрении";1423309;"01.07.2026 в 17:06"
501;1;"—";178;"76 51 51";0;"На рассмотрении";1486402;"02.07.2026 в 14:37"
502;4;"—";178;"64 48 66";0;"На рассмотрении";1555943;"03.07.2026 в 17:24"
503;4;"—";177;"72 59 46";0;"На рассмотрении";1490359;"02.07.2026 в 15:04"
504;1;"—";175;"52 48 75";0;"На рассмотрении";1531591;"03.07.2026 в 09:44"
505;1;"—";173;"64 51 58";0;"На рассмотрении";1214460;"02.07.2026 в 10:20"
506;3;"—";173;"52 58 63";0;"На рассмотрении";1254618;"29.06.2026 в 21:35"
507;1;"—";173;"46 54 73";0;"На рассмотрении";1482884;"02.07.2026 в 13:56"
508;1;"—";171;"58 62 51";0;"На рассмотрении";1244975;"29.06.2026 в 21:24"
509;5;"—";171;"70 46 55";0;"На рассмотрении";1254008;"29.06.2026 в 21:34"
510;3;"—";171;"64 46 61";0;"На рассмотрении";1254851;"29.06.2026 в 21:35"
511;1;"—";171;"74 46 51";0;"На рассмотрении";1616707;"04.07.2026 в 16:51"
512;2;"—";170;"72 56 42";0;"На рассмотрении";1418907;"01.07.2026 в 16:13"
513;3;"—";169;"64 56 49";0;"Участвуете в конкурсе";949620;"02.07.2026 в 12:09"
514;1;"—";169;"58 59 52";0;"На рассмотрении";1526437;"03.07.2026 в 07:53"
515;1;"—";168;"58 64 46";0;"На рассмотрении";944211;"04.07.2026 в 11:04"
516;1;"—";167;"40 67 60";0;"На рассмотрении";1601357;"04.07.2026 в 11:55"
517;3;"—";167;"46 48 73";0;"Передано в вуз";1636165;"05.07.2026 в 13:31"
518;3;"—";166;"64 51 51";0;"Конкурсная группа исключена";1335681;"30.06.2026 в 15:22"
519;1;"—";164;"52 54 58";0;"На рассмотрении";1294285;"30.06.2026 в 18:35"
520;3;"—";164;"58 48 58";0;"На рассмотрении";1304524;"30.06.2026 в 11:59"
521;3;"—";164;"58 48 58";0;"На рассмотрении";1589385;"04.07.2026 в 07:40"
522;5;"—";163;"82 81";0;"Конкурсная группа исключена";832645;"20.06.2026 в 09:05"
523;5;"—";163;"58 56 49";0;"На рассмотрении";1172206;"03.07.2026 в 17:14"
524;5;"—";161;"58 43 60";0;"На рассмотрении";1185992;"28.06.2026 в 10:14"
525;6;"Электронное";161;"58 48 55";0;"На рассмотрении";1255308;"30.06.2026 в 11:47"
526;5;"—";160;"58 54 48";0;"На рассмотрении";1184648;"28.06.2026 в 08:57"
527;2;"—";160;"58 51 51";0;"На рассмотрении";1332875;"30.06.2026 в 15:18"
528;5;"—";159;"52 64 43";0;"На рассмотрении";1238079;"29.06.2026 в 21:16"
529;3;"—";158;"46 40 72";0;"На рассмотрении";1187887;"28.06.2026 в 11:50"
530;1;"—";157;"58 54 45";0;"На рассмотрении";1164511;"27.06.2026 в 11:21"
531;1;"—";157;"46 48 63";0;"На рассмотрении";1622039;"04.07.2026 в 19:40"
532;4;"—";157;"52 64 40";1;"Участвуете в конкурсе";1190513;"28.06.2026 в 12:41"
533;4;"—";156;"58 49 49";0;"На рассмотрении";1173762;"30.06.2026 в 19:03"
534;3;"—";156;"64 46 46";0;"На рассмотрении";1243383;"29.06.2026 в 21:22"
535;1;"Электронное";156;"52 49 51";4;"Участвуете в конкурсе";1191620;"28.06.2026 в 13:45"
536;5;"—";155;"58 51 46";0;"На рассмотрении";1418139;"01.07.2026 в 17:44"
537;3;"—";155;"52 51 52";0;"На рассмотрении";1576250;"03.07.2026 в 19:03"
538;5;"—";153;"46 56 51";0;"На рассмотрении";1349477;"30.06.2026 в 17:59"
539;1;"—";153;"46 46 61";0;"На рассмотрении";1577020;"03.07.2026 в 19:07"
540;3;"—";152;"58 51 43";0;"На рассмотрении";1345133;"02.07.2026 в 14:05"
541;3;"—";152;"58 40 54";0;"На рассмотрении";1511585;"02.07.2026 в 19:59"
542;2;"—";152;"46 51 55";0;"На рассмотрении";1535990;"03.07.2026 в 17:47"
543;1;"—";151;"40 51 60";0;"На рассмотрении";1306893;"30.06.2026 в 10:43"
544;1;"—";150;"52 44 54";0;"На рассмотрении";1328951;"01.07.2026 в 21:09"
545;5;"—";148;"40 54 54";0;"Участвуете в конкурсе";1166150;"27.06.2026 в 12:11"
546;2;"—";147;"46 46 55";0;"На рассмотрении";1314695;"30.06.2026 в 11:58"
547;4;"—";147;"52 56 39";0;"На рассмотрении";1343651;"30.06.2026 в 17:14"
548;4;"—";147;"46 43 58";0;"На рассмотрении";1459132;"02.07.2026 в 10:16"
549;1;"—";146;"46 48 52";0;"Передано в вуз";1405423;"05.07.2026 в 08:20"
550;3;"—";145;"52 48 45";0;"На рассмотрении";1005852;"22.06.2026 в 03:41"
551;4;"—";145;"40 54 51";0;"На рассмотрении";1085854;"01.07.2026 в 11:05"
552;1;"—";145;"46 48 51";0;"На рассмотрении";1217783;"29.06.2026 в 21:04"
553;2;"—";144;"40 46 58";0;"На рассмотрении";1614983;"04.07.2026 в 16:07"
554;2;"—";143;"82 61";0;"На рассмотрении";1620239;"04.07.2026 в 18:39"
555;1;"—";140;"46 40 54";0;"На рассмотрении";1063855;"24.06.2026 в 07:32"
556;3;"—";140;"40 46 54";0;"На рассмотрении";1508266;"02.07.2026 в 20:00"
557;1;"—";136;"27 40 69";0;"На рассмотрении";1345313;"30.06.2026 в 16:58"
558;1;"—";134;"46 27 61";0;"На рассмотрении";1322612;"30.06.2026 в 13:16"
559;1;"Электронное";132;"34 43 55";0;"На рассмотрении";1373870;"01.07.2026 в 08:40"
560;4;"—";125;"34 33 58";0;"На рассмотрении";1426440;"01.07.2026 в 17:51"
561;2;"—";124;"46 20 58";0;"На рассмотрении";974119;"20.06.2026 в 16:41"
562;4;"—";116;"58 58";0;"На рассмотрении";1192721;"29.06.2026 в 21:39"
563;3;"—";0;"";0;"На рассмотрении";939828;"20.06.2026 в 05:21"
564;1;"Электронное";0;"";0;"На рассмотрении";940286;"20.06.2026 в 05:50"
565;1;"—";0;"";0;"На рассмотрении";972068;"01.07.2026 в 08:37"
566;1;"—";0;"";0;"На рассмотрении";973065;"20.06.2026 в 15:42"
567;4;"—";0;"";0;"На рассмотрении";975280;"20.06.2026 в 17:23"
568;4;"—";0;"";0;"На рассмотрении";993025;"22.06.2026 в 07:54"
569;4;"—";0;"";0;"На рассмотрении";1001692;"21.06.2026 в 19:53"
570;2;"—";0;"";0;"На рассмотрении";1007361;"29.06.2026 в 12:04"
571;1;"—";0;"";0;"На рассмотрении";1023661;"22.06.2026 в 13:07"
572;4;"—";0;"";0;"На рассмотрении";1044973;"23.06.2026 в 04:55"
573;1;"—";0;"";0;"Конкурсная группа исключена";1048848;"23.06.2026 в 09:28"
574;4;"—";0;"";0;"На рассмотрении";1055779;"23.06.2026 в 18:51"
575;2;"—";0;"";0;"На рассмотрении";1071600;"23.06.2026 в 18:11"
576;1;"—";0;"";0;"На рассмотрении";1079764;"24.06.2026 в 06:51"
577;5;"—";0;"";0;"На рассмотрении";1108046;"25.06.2026 в 04:07"
578;4;"—";0;"";0;"На рассмотрении";1111720;"27.06.2026 в 08:58"
579;3;"Бумажное";0;"";0;"На рассмотрении";1124020;"30.06.2026 в 09:18"
580;1;"Бумажное";0;"";0;"На рассмотрении";1135610;"26.06.2026 в 07:35"
581;6;"—";0;"";0;"На рассмотрении";1137264;"26.06.2026 в 09:19"
582;3;"Бумажное";0;"";0;"Ожидаются результаты испытаний";1139063;"26.06.2026 в 10:20"
583;2;"Бумажное";0;"";0;"На рассмотрении";1139891;"26.06.2026 в 10:50"
584;3;"Бумажное";0;"";0;"На рассмотрении";1159880;"27.06.2026 в 06:46"
585;4;"Электронное";0;"";0;"На рассмотрении";1188028;"28.06.2026 в 11:28"
586;5;"—";0;"";0;"На рассмотрении";1209873;"28.06.2026 в 20:49"
587;2;"—";0;"";0;"На рассмотрении";1217887;"29.06.2026 в 21:24"
588;5;"Бумажное";0;"";0;"На рассмотрении";1225034;"29.06.2026 в 10:26"
589;4;"—";0;"";0;"На рассмотрении";1227586;"29.06.2026 в 11:50"
590;1;"—";0;"";0;"На рассмотрении";1229393;"29.06.2026 в 12:50"
591;5;"Бумажное";0;"";0;"На рассмотрении";1230241;"02.07.2026 в 08:14"
