"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
69;5;"—";263;"94 80 89";0;"На рассмотрении";1588548;"04.07.2026 в 06:35"
70;3;"—";263;"90 92 81";0;"На рассмотрении";1608726;"04.07.2026 в 14:48"
71;4;"Электронное";263;"74 90 89";10;"На рассмотрении";1040856;"28.06.2026 в 13:53"
72;2;"—";263;"88 79 86";10;"Конкурсная группа исключена";1233618;"29.06.2026 в 21:12"
73;4;"—";263;"84 83 86";10;"На рассмотрении";1245971;"29.06.2026 в 21:25"
74;3;"—";263;"84 88 81";10;"На рассмотрении";1254832;"29.06.2026 в 21:35"
75;1;"—";262;"88 80 94";0;"Участвуете в конкурсе";1267214;"30.06.2026 в 17:52"
76;3;"—";262;"88 88 86";0;"На рассмотрении";1346168;"03.07.2026 в 20:26"
77;1;"—";262;"86 85 91";0;"На рассмотрении";1415786;"01.07.2026 в 15:41"
78;1;"—";262;"86 85 91";0;"На рассмотрении";1596741;"04.07.2026 в 10:46"
79;1;"—";262;"80 83 89";10;"На рассмотрении";1209296;"28.06.2026 в 20:33"
80;3;"—";262;"90 79 83";10;"На рассмотрении";1263648;"29.06.2026 в 21:48"
81;1;"Электронное";261;"84 88 89";0;"Участвуете в конкурсе";1171619;"27.06.2026 в 15:23"
82;5;"—";261;"84 94 83";0;"На рассмотрении";1299800;"01.07.2026 в 18:11"
83;2;"—";261;"95 85 81";0;"На рассмотрении";1325666;"01.07.2026 в 18:36"
84;1;"—";261;"84 83 94";0;"На рассмотрении";1395166;"01.07.2026 в 12:36"
85;1;"—";260;"86 83 91";0;"На рассмотрении";1266964;"04.07.2026 в 07:24"
86;2;"—";260;"95 96 69";0;"Участвуете в конкурсе";1281739;"29.06.2026 в 22:00"
87;1;"—";260;"76 95 89";0;"На рассмотрении";1294316;"02.07.2026 в 14:50"
88;1;"—";260;"94 93 73";0;"На рассмотрении";1301370;"02.07.2026 в 16:19"
89;1;"—";260;"94 80 86";0;"На рассмотрении";1577629;"03.07.2026 в 19:22"
90;5;"—";259;"94 95 70";0;"На рассмотрении";1022300;"02.07.2026 в 15:36"
91;1;"Электронное";259;"86 90 83";0;"На рассмотрении";1455621;"02.07.2026 в 09:35"
92;2;"Электронное";259;"78 80 91";10;"На рассмотрении";1184219;"28.06.2026 в 08:21"
93;1;"—";258;"84 88 86";0;"На рассмотрении";1191700;"28.06.2026 в 13:10"
94;1;"—";258;"95 80 83";0;"На рассмотрении";1255309;"30.06.2026 в 13:40"
95;2;"Электронное";258;"92 85 81";0;"На рассмотрении";1259728;"29.06.2026 в 21:42"
96;1;"—";258;"84 88 86";0;"На рассмотрении";1358508;"30.06.2026 в 20:44"
97;5;"—";258;"82 90 86";0;"Участвуете в конкурсе";1425642;"01.07.2026 в 17:39"
98;1;"—";258;"92 83 83";0;"На рассмотрении";1453155;"02.07.2026 в 08:54"
99;1;"—";258;"84 83 91";0;"На рассмотрении";1478697;"02.07.2026 в 13:18"
100;1;"—";258;"90 85 83";0;"На рассмотрении";1524873;"03.07.2026 в 06:41"
101;1;"—";258;"84 83 91";0;"Передано в вуз";1625162;"05.07.2026 в 09:22"
102;2;"—";258;"82 83 89";4;"На рассмотрении";1193950;"28.06.2026 в 14:03"
103;1;"—";257;"84 90 83";0;"На рассмотрении";1218169;"01.07.2026 в 18:47"
104;1;"—";257;"86 90 81";0;"На рассмотрении";1263440;"01.07.2026 в 18:31"
105;1;"—";257;"92 95 70";0;"На рассмотрении";1385051;"01.07.2026 в 11:04"
106;1;"—";257;"88 83 86";0;"На рассмотрении";1544731;"03.07.2026 в 16:21"
107;3;"—";257;"82 84 91";0;"На рассмотрении";1588324;"04.07.2026 в 06:11"
108;1;"—";257;"84 90 83";0;"На рассмотрении";1601501;"04.07.2026 в 11:57"
109;1;"—";257;"86 83 78";10;"На рассмотрении";1223081;"29.06.2026 в 21:04"
110;1;"—";257;"78 83 86";10;"На рассмотрении";1254957;"30.06.2026 в 08:20"
111;1;"—";256;"82 88 86";0;"На рассмотрении";1189832;"01.07.2026 в 11:24"
112;5;"—";256;"82 88 86";0;"На рассмотрении";1299021;"02.07.2026 в 08:52"
113;4;"—";256;"80 90 86";0;"На рассмотрении";1378627;"01.07.2026 в 09:57"
114;1;"—";256;"94 90 72";0;"На рассмотрении";1509835;"02.07.2026 в 19:25"
115;1;"—";256;"80 90 86";0;"На рассмотрении";1590818;"04.07.2026 в 08:47"
116;1;"—";256;"88 90 78";0;"Передано в вуз";1629661;"05.07.2026 в 08:08"
117;1;"—";256;"88 85 83";0;"Передано в вуз";1632536;"05.07.2026 в 11:29"
118;2;"—";255;"86 88 81";0;"На рассмотрении";1286299;"03.07.2026 в 20:53"
119;1;"—";255;"84 90 81";0;"На рассмотрении";1346781;"30.06.2026 в 17:18"
120;1;"—";255;"86 83 86";0;"На рассмотрении";1367250;"01.07.2026 в 01:01"
121;2;"—";255;"86 94 75";0;"На рассмотрении";1464605;"02.07.2026 в 11:09"
122;3;"—";255;"84 85 86";0;"На рассмотрении";1493030;"02.07.2026 в 15:31"
123;5;"—";255;"80 94 81";0;"На рассмотрении";1496398;"02.07.2026 в 16:05"
124;4;"—";255;"86 83 86";0;"На рассмотрении";1602251;"05.07.2026 в 07:06"
125;1;"—";255;"86 88 81";0;"На рассмотрении";1602835;"04.07.2026 в 12:18"
126;1;"—";255;"86 85 81";3;"На рассмотрении";1188294;"28.06.2026 в 11:36"
127;1;"—";255;"84 75 86";10;"На рассмотрении";1186375;"28.06.2026 в 10:30"
128;4;"—";255;"80 79 86";10;"На рассмотрении";1217654;"30.06.2026 в 04:05"
129;5;"—";254;"80 93 81";0;"Участвуете в конкурсе";1000109;"21.06.2026 в 18:18"
130;5;"—";254;"90 92 72";0;"Участвуете в конкурсе";1170665;"27.06.2026 в 14:47"
131;1;"—";254;"78 85 91";0;"На рассмотрении";1182932;"01.07.2026 в 08:08"
132;1;"—";254;"82 83 89";0;"На рассмотрении";1317950;"30.06.2026 в 20:50"
133;4;"—";254;"88 80 86";0;"На рассмотрении";1530926;"03.07.2026 в 09:35"
134;2;"—";253;"82 85 86";0;"На рассмотрении";1202936;"28.06.2026 в 17:38"
135;2;"Электронное";253;"80 90 83";0;"Участвуете в конкурсе";1269249;"29.06.2026 в 21:54"
136;2;"—";253;"82 90 81";0;"На рассмотрении";1297491;"30.06.2026 в 16:38"
137;1;"—";253;"82 90 81";0;"На рассмотрении";1326209;"30.06.2026 в 13:54"
138;2;"—";253;"86 92 75";0;"На рассмотрении";1453315;"02.07.2026 в 08:58"
139;4;"—";253;"84 80 89";0;"На рассмотрении";1472737;"02.07.2026 в 12:24"
140;5;"—";253;"90 88 75";0;"На рассмотрении";1493829;"02.07.2026 в 15:39"
141;4;"—";253;"84 88 81";0;"На рассмотрении";1505654;"02.07.2026 в 18:07"
142;1;"—";253;"82 85 86";0;"На рассмотрении";1515470;"02.07.2026 в 21:18"
143;1;"—";253;"82 85 86";0;"На рассмотрении";1579978;"03.07.2026 в 20:24"
144;4;"—";253;"88 90 75";0;"На рассмотрении";1595770;"04.07.2026 в 10:31"
145;3;"—";253;"82 88 83";0;"На рассмотрении";1611339;"04.07.2026 в 14:46"
146;4;"—";253;"76 78 89";10;"На рассмотрении";1255572;"29.06.2026 в 21:36"
147;1;"—";253;"80 80 83";10;"На рассмотрении";1295831;"30.06.2026 в 10:17"
148;4;"—";252;"86 85 81";0;"Конкурсная группа исключена";1048018;"27.06.2026 в 07:48"
149;4;"—";252;"84 93 75";0;"На рассмотрении";1198851;"28.06.2026 в 20:01"
150;1;"—";252;"86 88 78";0;"На рассмотрении";1204474;"29.06.2026 в 07:39"
151;4;"—";252;"86 88 78";0;"Участвуете в конкурсе";1308579;"30.06.2026 в 11:00"
152;4;"—";252;"90 76 86";0;"На рассмотрении";1358278;"30.06.2026 в 20:39"
153;3;"Электронное";252;"92 77 83";0;"Участвуете в конкурсе";1473425;"02.07.2026 в 12:30"
154;1;"—";252;"92 93 67";0;"На рассмотрении";1500184;"02.07.2026 в 16:48"
155;1;"—";252;"94 80 78";0;"На рассмотрении";1576110;"03.07.2026 в 19:02"
156;1;"—";252;"78 78 86";10;"На рассмотрении";1263148;"29.06.2026 в 21:47"
157;1;"—";251;"82 80 89";0;"На рассмотрении";1212430;"04.07.2026 в 12:14"
158;1;"—";251;"88 85 78";0;"На рассмотрении";1304043;"30.06.2026 в 10:11"
159;1;"—";251;"78 90 83";0;"На рассмотрении";1330740;"30.06.2026 в 15:15"
160;1;"Электронное";251;"82 75 94";0;"Участвуете в конкурсе";1349278;"30.06.2026 в 17:56"
161;2;"—";251;"82 88 81";0;"На рассмотрении";1424785;"01.07.2026 в 17:26"
162;1;"—";251;"94 85 72";0;"На рассмотрении";1450023;"02.07.2026 в 07:25"
163;4;"—";251;"90 88 73";0;"На рассмотрении";1472220;"02.07.2026 в 12:22"
164;3;"—";251;"82 88 81";0;"На рассмотрении";1571315;"03.07.2026 в 18:37"
165;1;"—";251;"86 80 75";10;"На рассмотрении";994279;"29.06.2026 в 07:51"
166;3;"—";251;"82 76 83";10;"Участвуете в конкурсе";1242636;"29.06.2026 в 21:21"
167;2;"—";251;"96 70 75";10;"На рассмотрении";1246232;"29.06.2026 в 21:25"
168;2;"—";251;"86 72 83";10;"На рассмотрении";1266418;"29.06.2026 в 21:51"
169;1;"—";250;"95 80 75";0;"Передано в вуз";1167545;"05.07.2026 в 12:17"
170;4;"—";250;"82 90 78";0;"На рассмотрении";1283380;"29.06.2026 в 22:01"
171;1;"—";250;"92 83 75";0;"На рассмотрении";1327959;"30.06.2026 в 14:13"
172;4;"—";250;"82 95 73";0;"На рассмотрении";1344099;"30.06.2026 в 16:43"
173;2;"—";250;"88 84 78";0;"На рассмотрении";1361331;"30.06.2026 в 21:42"
174;1;"—";250;"84 93 73";0;"На рассмотрении";1403554;"01.07.2026 в 13:51"
175;3;"Электронное";250;"97 75 78";0;"На рассмотрении";1422793;"01.07.2026 в 16:59"
176;3;"—";250;"84 88 78";0;"На рассмотрении";1426277;"01.07.2026 в 17:48"
177;1;"—";250;"92 88 70";0;"На рассмотрении";1440279;"02.07.2026 в 22:52"
178;1;"—";250;"76 96 78";0;"На рассмотрении";1477562;"04.07.2026 в 08:18"
179;1;"—";250;"92 83 75";0;"На рассмотрении";1488027;"02.07.2026 в 14:43"
180;4;"—";250;"92 88 70";0;"На рассмотрении";1508293;"02.07.2026 в 18:55"
181;1;"—";250;"82 85 83";0;"На рассмотрении";1536645;"03.07.2026 в 10:44"
182;1;"—";250;"86 85 69";10;"На рассмотрении";1220164;"29.06.2026 в 07:54"
183;1;"—";250;"82 80 78";10;"На рассмотрении";1279557;"29.06.2026 в 21:59"
184;4;"—";249;"86 72 91";0;"На рассмотрении";1199688;"05.07.2026 в 04:43"
185;1;"—";249;"86 80 83";0;"На рассмотрении";1202594;"28.06.2026 в 17:29"
186;2;"—";249;"92 90 67";0;"На рассмотрении";1243170;"30.06.2026 в 13:39"
187;1;"—";249;"84 82 83";0;"На рассмотрении";1247944;"30.06.2026 в 14:19"
188;4;"—";249;"92 85 72";0;"На рассмотрении";1252899;"29.06.2026 в 21:33"
189;2;"—";249;"86 74 89";0;"На рассмотрении";1263994;"29.06.2026 в 21:48"
190;1;"—";249;"86 93 70";0;"На рассмотрении";1341311;"30.06.2026 в 16:10"
191;5;"—";249;"84 90 75";0;"На рассмотрении";1356601;"30.06.2026 в 20:04"
192;1;"—";249;"92 85 72";0;"На рассмотрении";1371357;"01.07.2026 в 07:23"
193;1;"—";249;"78 85 86";0;"На рассмотрении";1439692;"01.07.2026 в 21:47"
194;3;"—";249;"80 83 86";0;"На рассмотрении";1468476;"02.07.2026 в 11:45"
195;4;"—";249;"84 68 97";0;"На рассмотрении";1595231;"04.07.2026 в 10:22"
196;5;"—";249;"82 85 75";7;"На рассмотрении";1263324;"29.06.2026 в 21:47"
197;4;"—";249;"76 72 91";10;"На рассмотрении";1190304;"28.06.2026 в 12:35"
198;3;"—";249;"78 75 86";10;"Конкурсная группа исключена";1280858;"29.06.2026 в 22:00"
199;3;"—";249;"78 80 81";10;"На рассмотрении";1314361;"30.06.2026 в 11:55"
200;2;"—";248;"86 92 70";0;"На рассмотрении";1188709;"28.06.2026 в 11:49"
201;1;"—";248;"95 72 81";0;"На рассмотрении";1219549;"29.06.2026 в 08:24"
202;1;"—";248;"82 88 78";0;"На рассмотрении";1297060;"30.06.2026 в 08:02"
203;3;"—";248;"82 83 83";0;"На рассмотрении";1313298;"30.06.2026 в 11:45"
204;2;"—";248;"84 83 81";0;"На рассмотрении";1319847;"30.06.2026 в 12:45"
205;4;"—";248;"96 83 69";0;"На рассмотрении";1335753;"30.06.2026 в 15:22"
206;2;"—";248;"78 79 91";0;"На рассмотрении";1374113;"01.07.2026 в 08:46"
207;4;"—";248;"84 75 89";0;"На рассмотрении";1421308;"01.07.2026 в 16:41"
208;4;"—";248;"86 90 72";0;"На рассмотрении";1494974;"02.07.2026 в 15:50"
209;3;"Электронное";248;"80 85 83";0;"На рассмотрении";1559594;"03.07.2026 в 17:46"
210;1;"—";248;"78 90 70";10;"На рассмотрении";1010093;"22.06.2026 в 08:44"
211;1;"—";247;"76 88 83";0;"На рассмотрении";1113324;"25.06.2026 в 10:31"
212;4;"—";247;"84 85 78";0;"На рассмотрении";1186886;"30.06.2026 в 06:37"
213;2;"—";247;"82 90 75";0;"На рассмотрении";1218012;"30.06.2026 в 19:38"
214;1;"—";247;"86 78 83";0;"На рассмотрении";1386921;"03.07.2026 в 18:24"
215;5;"—";247;"84 85 78";0;"На рассмотрении";1407686;"01.07.2026 в 14:27"
216;1;"—";247;"80 92 75";0;"На рассмотрении";1594488;"04.07.2026 в 10:10"
217;1;"—";247;"84 93 70";0;"Передано в вуз";1602215;"05.07.2026 в 12:31"
218;5;"—";247;"78 86 83";0;"Передано в вуз";1630689;"05.07.2026 в 11:41"
219;2;"—";246;"84 90 72";0;"Конкурсная группа исключена";1183808;"28.06.2026 в 08:07"
220;4;"—";246;"78 85 83";0;"На рассмотрении";1185487;"30.06.2026 в 10:55"
221;2;"—";246;"86 88 72";0;"На рассмотрении";1236549;"03.07.2026 в 17:11"
222;1;"—";246;"84 90 72";0;"На рассмотрении";1316371;"02.07.2026 в 18:05"
223;3;"—";246;"86 88 72";0;"Участвуете в конкурсе";1349984;"30.06.2026 в 18:08"
224;1;"—";246;"88 83 75";0;"На рассмотрении";1373180;"01.07.2026 в 08:23"
225;1;"—";246;"86 88 72";0;"Передано в вуз";1397753;"05.07.2026 в 12:41"
226;5;"—";246;"70 90 86";0;"На рассмотрении";1419742;"01.07.2026 в 16:23"
227;1;"—";246;"80 83 83";0;"На рассмотрении";1422692;"01.07.2026 в 16:58"
228;1;"—";246;"82 83 81";0;"На рассмотрении";1438763;"01.07.2026 в 22:21"
229;1;"—";246;"90 84 72";0;"На рассмотрении";1504538;"02.07.2026 в 17:50"
230;1;"—";246;"78 95 73";0;"На рассмотрении";1557781;"03.07.2026 в 17:34"
231;3;"—";246;"82 92 72";0;"На рассмотрении";1625600;"04.07.2026 в 22:09"
232;1;"—";245;"84 80 81";0;"На рассмотрении";1163152;"01.07.2026 в 07:25"
233;3;"—";245;"84 88 73";0;"На рассмотрении";1188470;"02.07.2026 в 18:31"
234;4;"—";245;"80 90 75";0;"Участвуете в конкурсе";1241908;"29.06.2026 в 21:20"
235;1;"Электронное";245;"76 83 86";0;"На рассмотрении";1373237;"01.07.2026 в 08:25"
236;2;"—";245;"84 83 78";0;"На рассмотрении";1373353;"03.07.2026 в 08:03"
237;1;"—";245;"88 84 73";0;"На рассмотрении";1441555;"01.07.2026 в 22:27"
238;1;"—";245;"76 88 81";0;"На рассмотрении";1466407;"02.07.2026 в 11:26"
239;4;"—";245;"76 80 89";0;"На рассмотрении";1516469;"03.07.2026 в 17:45"
240;5;"—";245;"84 80 81";0;"На рассмотрении";1557939;"03.07.2026 в 17:35"
241;2;"—";245;"86 76 83";0;"На рассмотрении";1583149;"03.07.2026 в 22:00"
242;1;"—";245;"82 85 78";0;"Передано в вуз";1635136;"05.07.2026 в 13:02"
243;1;"—";245;"86 85 70";4;"На рассмотрении";1156751;"29.06.2026 в 21:54"
244;5;"—";245;"82 78 75";10;"На рассмотрении";943722;"20.06.2026 в 08:20"
245;1;"—";245;"74 80 81";10;"На рассмотрении";1164918;"27.06.2026 в 11:33"
246;2;"—";245;"82 80 73";10;"На рассмотрении";1258518;"29.06.2026 в 21:40"
247;1;"—";244;"86 80 78";0;"На рассмотрении";990734;"28.06.2026 в 11:04"
248;1;"—";244;"78 83 83";0;"На рассмотрении";1207771;"28.06.2026 в 19:51"
249;1;"—";244;"84 85 75";0;"На рассмотрении";1235245;"30.06.2026 в 12:27"
250;1;"—";244;"84 85 75";0;"На рассмотрении";1261786;"29.06.2026 в 21:45"
251;4;"—";244;"86 83 75";0;"На рассмотрении";1304346;"30.06.2026 в 10:14"
252;2;"Электронное";244;"78 77 89";0;"На рассмотрении";1345933;"30.06.2026 в 17:07"
253;2;"—";244;"88 86 70";0;"На рассмотрении";1479705;"03.07.2026 в 09:37"
254;1;"Электронное";244;"82 79 83";0;"На рассмотрении";1523870;"03.07.2026 в 05:36"
255;1;"—";244;"82 90 72";0;"На рассмотрении";1573870;"03.07.2026 в 18:49"
256;1;"Электронное";244;"82 79 83";0;"На рассмотрении";1582186;"03.07.2026 в 21:28"
257;4;"—";244;"86 85 73";0;"На рассмотрении";1616145;"04.07.2026 в 16:36"
258;1;"—";244;"82 79 83";0;"На рассмотрении";1619584;"04.07.2026 в 18:15"
259;4;"—";244;"80 83 81";0;"На рассмотрении";1628874;"05.07.2026 в 05:12"
260;3;"—";244;"86 70 78";10;"На рассмотрении";1301986;"30.06.2026 в 10:28"
261;4;"Электронное";243;"84 73 86";0;"На рассмотрении";1166504;"27.06.2026 в 12:23"
262;2;"—";243;"80 80 83";0;"На рассмотрении";1232375;"29.06.2026 в 21:11"
263;5;"—";243;"82 86 75";0;"Участвуете в конкурсе";1313792;"30.06.2026 в 11:50"
264;1;"—";243;"80 88 75";0;"На рассмотрении";1383107;"01.07.2026 в 10:46"
265;1;"—";243;"84 76 73";10;"На рассмотрении";1122838;"28.06.2026 в 10:06"
266;1;"—";243;"84 80 69";10;"На рассмотрении";1217880;"29.06.2026 в 07:32"
267;1;"—";243;"74 78 81";10;"На рассмотрении";1237184;"29.06.2026 в 21:15"
268;5;"—";243;"84 77 72";10;"На рассмотрении";1276230;"30.06.2026 в 08:00"
269;4;"—";243;"72 78 83";10;"Конкурсная группа исключена";1299399;"30.06.2026 в 09:02"
270;2;"—";242;"78 83 81";0;"Участвуете в конкурсе";977400;"27.06.2026 в 09:30"
271;1;"Бумажное";242;"84 83 75";0;"На рассмотрении";1135750;"26.06.2026 в 07:49"
272;3;"—";242;"84 80 78";0;"Конкурсная группа исключена";1199041;"28.06.2026 в 16:02"
273;1;"—";242;"84 80 78";0;"На рассмотрении";1202730;"28.06.2026 в 17:33"
274;2;"—";242;"84 85 73";0;"На рассмотрении";1241928;"29.06.2026 в 21:20"
275;1;"—";242;"78 83 81";0;"На рассмотрении";1280569;"04.07.2026 в 20:22"
276;1;"—";242;"84 85 73";0;"На рассмотрении";1283831;"01.07.2026 в 23:22"
277;3;"—";242;"82 85 75";0;"На рассмотрении";1302026;"30.06.2026 в 09:44"
278;2;"—";242;"78 83 81";0;"На рассмотрении";1410852;"01.07.2026 в 14:55"
279;1;"—";242;"76 80 86";0;"На рассмотрении";1447190;"02.07.2026 в 04:04"
280;3;"—";242;"84 85 73";0;"На рассмотрении";1463327;"02.07.2026 в 10:57"
281;1;"—";242;"82 93 67";0;"На рассмотрении";1509426;"02.07.2026 в 19:16"
282;1;"—";242;"84 92 66";0;"На рассмотрении";1524763;"03.07.2026 в 06:34"
283;1;"—";242;"82 77 83";0;"Передано в вуз";1540414;"05.07.2026 в 13:31"
284;1;"—";242;"84 75 83";0;"На рассмотрении";1549565;"03.07.2026 в 17:03"
285;1;"—";242;"84 72 86";0;"На рассмотрении";1562587;"03.07.2026 в 18:01"
286;1;"—";242;"82 88 72";0;"На рассмотрении";1576357;"03.07.2026 в 19:03"
287;1;"—";242;"80 85 73";4;"На рассмотрении";1165661;"27.06.2026 в 11:55"
288;1;"—";241;"78 74 89";0;"Конкурсная группа исключена";1191643;"28.06.2026 в 13:09"
289;1;"—";241;"84 88 69";0;"На рассмотрении";1341258;"04.07.2026 в 14:04"
290;2;"—";241;"84 85 72";0;"На рассмотрении";1351165;"30.06.2026 в 18:27"
291;1;"—";241;"88 80 73";0;"На рассмотрении";1427024;"01.07.2026 в 18:00"
292;3;"—";241;"82 86 73";0;"На рассмотрении";1451699;"02.07.2026 в 08:20"
293;1;"—";241;"78 88 75";0;"На рассмотрении";1512065;"02.07.2026 в 20:08"
294;5;"—";241;"80 78 83";0;"На рассмотрении";1532807;"03.07.2026 в 10:01"
295;3;"—";241;"80 80 81";0;"На рассмотрении";1536082;"03.07.2026 в 10:38"
296;2;"—";241;"78 80 83";0;"На рассмотрении";1588182;"04.07.2026 в 20:00"
297;1;"—";241;"82 86 73";0;"На рассмотрении";1607451;"04.07.2026 в 13:31"
298;1;"—";241;"86 85 70";0;"На рассмотрении";1614186;"04.07.2026 в 15:47"
299;2;"—";241;"74 80 83";4;"На рассмотрении";1112586;"30.06.2026 в 10:53"
300;2;"—";241;"78 86 67";10;"Участвуете в конкурсе";1159784;"27.06.2026 в 06:26"
301;1;"—";241;"82 80 69";10;"На рассмотрении";1448109;"02.07.2026 в 05:47"
302;4;"—";240;"80 85 75";0;"На рассмотрении";1231064;"29.06.2026 в 21:10"
303;1;"—";240;"88 82 70";0;"На рассмотрении";1276211;"01.07.2026 в 14:13"
304;1;"—";240;"74 85 81";0;"На рассмотрении";1281163;"02.07.2026 в 10:13"
305;3;"—";240;"84 78 78";0;"На рассмотрении";1317284;"30.06.2026 в 18:30"
306;1;"—";240;"82 80 78";0;"На рассмотрении";1345999;"30.06.2026 в 17:08"
307;1;"—";240;"92 85 63";0;"На рассмотрении";1455917;"02.07.2026 в 09:38"
308;3;"—";240;"80 77 83";0;"Передано в вуз";1596000;"05.07.2026 в 07:49"
309;1;"—";240;"82 85 73";0;"На рассмотрении";1622447;"04.07.2026 в 19:55"
310;2;"—";240;"84 83 73";0;"На рассмотрении";1622667;"04.07.2026 в 20:31"
311;1;"—";240;"82 77 81";0;"Передано в вуз";1635569;"05.07.2026 в 13:15"
312;3;"—";239;"76 85 78";0;"На рассмотрении";995956;"21.06.2026 в 14:48"
313;1;"—";239;"78 78 83";0;"На рассмотрении";1369107;"01.07.2026 в 05:19"
314;1;"—";239;"70 83 86";0;"На рассмотрении";1409272;"01.07.2026 в 14:41"
315;4;"—";239;"86 80 73";0;"На рассмотрении";1503957;"02.07.2026 в 17:41"
316;4;"—";239;"76 80 83";0;"На рассмотрении";1574260;"03.07.2026 в 18:51"
317;3;"—";238;"80 85 73";0;"На рассмотрении";1177493;"27.06.2026 в 19:35"
318;1;"—";238;"86 85 67";0;"На рассмотрении";1186301;"02.07.2026 в 18:34"
319;1;"—";238;"78 85 75";0;"На рассмотрении";1193153;"28.06.2026 в 13:44"
320;2;"—";238;"88 77 73";0;"На рассмотрении";1308293;"30.06.2026 в 13:40"
321;2;"—";238;"74 83 81";0;"На рассмотрении";1402501;"04.07.2026 в 11:59"
322;2;"—";238;"82 90 66";0;"На рассмотрении";1432276;"01.07.2026 в 19:29"
323;1;"—";238;"72 80 86";0;"На рассмотрении";1553698;"03.07.2026 в 18:16"
324;1;"—";238;"80 88 70";0;"На рассмотрении";1575641;"03.07.2026 в 18:59"
325;5;"—";238;"80 68 86";4;"На рассмотрении";1166361;"27.06.2026 в 12:19"
326;3;"—";238;"84 72 72";10;"На рассмотрении";1202267;"28.06.2026 в 17:20"
327;1;"—";237;"82 85 70";0;"На рассмотрении";1170002;"30.06.2026 в 08:04"
328;1;"—";237;"97 73 67";0;"На рассмотрении";1217542;"29.06.2026 в 05:47"
329;2;"—";237;"88 80 69";0;"На рассмотрении";1429764;"01.07.2026 в 18:44"
330;1;"—";237;"80 93 64";0;"На рассмотрении";1430033;"04.07.2026 в 15:00"
331;4;"—";237;"76 83 78";0;"На рассмотрении";1430983;"01.07.2026 в 19:06"
332;1;"—";237;"76 78 83";0;"На рассмотрении";1615118;"04.07.2026 в 16:10"
333;5;"—";237;"74 84 69";10;"На рассмотрении";1248821;"29.06.2026 в 21:28"
334;2;"—";236;"76 85 75";0;"На рассмотрении";1195053;"28.06.2026 в 14:29"
335;3;"—";236;"84 85 67";0;"На рассмотрении";1301829;"01.07.2026 в 12:48"
336;1;"—";236;"90 76 70";0;"На рассмотрении";1312939;"30.06.2026 в 11:42"
337;3;"—";236;"78 88 70";0;"На рассмотрении";1326462;"01.07.2026 в 11:40"
338;5;"—";236;"88 73 75";0;"На рассмотрении";1335441;"30.06.2026 в 15:21"
339;3;"—";236;"78 75 83";0;"На рассмотрении";1349366;"03.07.2026 в 19:32"
340;3;"—";236;"88 70 78";0;"На рассмотрении";1410095;"02.07.2026 в 23:04"
341;2;"—";236;"78 80 78";0;"На рассмотрении";1426969;"04.07.2026 в 13:33"
342;1;"—";236;"78 83 75";0;"На рассмотрении";1447460;"02.07.2026 в 07:26"
343;5;"Электронное";236;"90 77 69";0;"Участвуете в конкурсе";1473105;"02.07.2026 в 12:27"
344;2;"—";236;"78 72 86";0;"На рассмотрении";1568143;"03.07.2026 в 19:42"
345;3;"—";236;"72 71 83";10;"На рассмотрении";1155942;"26.06.2026 в 19:39"
346;1;"—";236;"76 80 70";10;"На рассмотрении";1278955;"29.06.2026 в 21:59"
347;1;"—";235;"82 83 70";0;"На рассмотрении";1169112;"27.06.2026 в 13:51"
348;1;"Электронное";235;"74 72 89";0;"Участвуете в конкурсе";1192648;"28.06.2026 в 13:33"
349;1;"—";235;"76 78 81";0;"На рассмотрении";1268769;"01.07.2026 в 17:25"
350;3;"—";235;"78 85 72";0;"На рассмотрении";1294894;"02.07.2026 в 07:05"
351;4;"—";235;"78 71 86";0;"На рассмотрении";1429137;"03.07.2026 в 08:02"
352;1;"—";235;"90 70 75";0;"На рассмотрении";1621532;"04.07.2026 в 19:21"
353;5;"—";235;"82 70 73";10;"Участвуете в конкурсе";1316449;"30.06.2026 в 12:15"
354;3;"—";234;"70 83 81";0;"На рассмотрении";1250830;"29.06.2026 в 21:30"
355;1;"—";234;"76 80 78";0;"На рассмотрении";1259356;"29.06.2026 в 21:42"
356;3;"—";234;"94 67 73";0;"Передано в вуз";1306507;"05.07.2026 в 11:21"
357;4;"—";234;"86 78 70";0;"На рассмотрении";1402075;"01.07.2026 в 13:37"
358;1;"—";234;"82 85 67";0;"На рассмотрении";1420282;"01.07.2026 в 16:28"
359;1;"—";234;"78 83 73";0;"На рассмотрении";1428378;"01.07.2026 в 18:22"
360;2;"—";234;"88 65 81";0;"На рассмотрении";1526137;"03.07.2026 в 07:41"
361;3;"—";234;"84 80 70";0;"На рассмотрении";1557603;"03.07.2026 в 17:33"
362;4;"—";233;"74 84 75";0;"На рассмотрении";1186495;"01.07.2026 в 11:45"
363;1;"—";233;"74 73 86";0;"На рассмотрении";1242926;"01.07.2026 в 09:43"
364;1;"—";233;"78 83 72";0;"На рассмотрении";1250049;"01.07.2026 в 21:36"
365;4;"—";233;"80 78 75";0;"На рассмотрении";1282340;"01.07.2026 в 09:14"
366;1;"—";233;"80 75 78";0;"На рассмотрении";1370699;"01.07.2026 в 06:55"
367;1;"—";233;"78 85 70";0;"Передано в вуз";1416540;"05.07.2026 в 10:38"
